Destination,Origin,Flow
CGO,SGN,2967
CGO,SHA,461692
CGO,SHE,35962
CGO,SHP,139
CGO,SIN,12963
CGO,SIP,151
CGO,SJW,2375
CGO,SKD,165
CGO,SUB,4795
CGO,SVO,479
CGO,SVX,586
CGO,SWA,745
CGO,SYD,339
CGO,SYM,3924
CGO,SYX,58389
CGO,SZX,147464
CGO,TAE,851
CGO,TAK,313
CGO,TAO,69865
CGO,TAS,1442
CGO,TBZ,166
CGO,TGO,736
CGO,TIP,261
CGO,TLV,571
CGO,TNA,6750
CGO,TOY,251
CGO,TPE,33367
CGO,TRV,487
CGO,TSA,1273
CGO,TSE,248
CGO,TSN,76690
CGO,TXL,141
CGO,TXN,2453
CGO,TYN,2006
CGO,ULN,4921
CGO,UPG,1222
CGO,URC,127648
CGO,UUS,189
CGO,UYN,1894
CGO,VIE,301
CGO,VNS,221
CGO,VTE,8343
CGO,VVO,538
CGO,WEF,198
CGO,WEH,9804
CGO,WNZ,5075
CGO,WUH,20520
CGO,WUS,5344
CGO,WUX,5148
CGO,WUZ,679
CGO,WXN,1266
CGO,XFN,683
CGO,XIC,5534
CGO,XIL,163
CGO,XIY,20075
CGO,XMN,69436
CGO,XNN,833
CGO,XUZ,9804
CGO,YBP,1089
CGO,YCU,9804
CGO,YIH,9804
CGO,YIN,5776
CGO,YIW,3116
CGO,YKS,235
CGO,YNJ,2516
CGO,YNT,2516
CGO,YNZ,1649
CGO,YUS,139
CGO,YVR,124
CGO,YYZ,143
CGO,ZAT,1835
CGO,ZHA,9804
CGO,ZHY,105
CGO,ZNZ,335
CGO,ZRH,132
CGO,ZUH,405
CGP,ABV,334
CGP,ACC,434
CGP,ADD,2159
CGP,ADE,1400
CGP,ALA,1326
CGP,ALG,851
CGP,ALP,1602
CGP,ALY,1612
CGP,AMD,2073
CGP,AMM,1283
CGP,AMS,102
CGP,ASB,480
CGP,ATH,247
CGP,ATQ,1859
CGP,AUH,34033
CGP,BEY,1336
CGP,BGW,1611
CGP,BHY,182
CGP,BKK,7382
CGP,BKO,371
CGP,BLR,713
CGP,BND,583
CGP,BOM,5552
CGP,BZV,298
CGP,CAI,8850
CGP,CAN,656
CGP,CCJ,2410
CGP,CCU,13505
CGP,CDG,363
CGP,CGK,944
CGP,CMB,558
CGP,CMN,2142
CGP,COK,358
CGP,COO,149
CGP,CTU,231
CGP,DAC,238109
CGP,DAM,1654
CGP,DAR,379
CGP,DEL,5341
CGP,DLA,137
CGP,DME,215
CGP,DMM,610
CGP,DOH,1598
CGP,DOK,1271
CGP,DUB,150
CGP,DUR,138
CGP,DXB,37770
CGP,DYU,689
CGP,EVN,1528
CGP,FCO,224
CGP,FIH,1131
CGP,FRA,207
CGP,FRU,1528
CGP,GAU,437
CGP,GLA,110
CGP,GOI,1481
CGP,GRU,120
CGP,GYD,900
CGP,HAM,114
CGP,HKG,479
CGP,HOF,291
CGP,HRE,542
CGP,HRG,212
CGP,HYD,691
CGP,ICN,137
CGP,IFN,1069
CGP,IKA,1222
CGP,ISB,1392
CGP,IST,917
CGP,JAI,3778
CGP,JED,41800
CGP,JFK,136
CGP,JIB,2179
CGP,JNB,694
CGP,KBL,7116
CGP,KBP,1138
CGP,KHI,1317
CGP,KIV,136
CGP,KIX,137
CGP,KMG,1194
CGP,KRT,434
CGP,KTM,604
CGP,KUF,368
CGP,KUL,3804
CGP,LAD,407
CGP,LBD,327
CGP,LED,288
CGP,LFW,287
CGP,LHE,4800
CGP,LHR,671
CGP,LOS,462
CGP,LUN,145
CGP,LXR,351
CGP,MAA,660
CGP,MBA,216
CGP,MEL,106
CGP,MLE,199
CGP,MNL,7967
CGP,MPM,240
CGP,MSQ,478
CGP,MUC,299
CGP,MXP,262
CGP,NBO,1342
CGP,NRT,311
CGP,ODS,1049
CGP,ORN,560
CGP,OTP,380
CGP,OUA,302
CGP,OVB,576
CGP,PEK,2077
CGP,PEW,3504
CGP,PNQ,1177
CGP,PRG,270
CGP,PVG,305
CGP,RGN,257
CGP,RIX,314
CGP,ROV,388
CGP,RUH,3701
CGP,SAW,312
CGP,SHJ,54750
CGP,SIN,5883
CGP,SOF,178
CGP,SVO,140
CGP,SVX,429
CGP,SYD,152
CGP,SYZ,1913
CGP,TAS,1377
CGP,TBS,511
CGP,TBZ,1182
CGP,THR,599
CGP,TIA,228
CGP,TIP,596
CGP,TLV,504
CGP,TPE,100
CGP,TRV,3213
CGP,TSE,424
CGP,TUU,369
CGP,URC,533
CGP,VCE,115
CGP,VIE,265
CGP,XUZ,196
CGP,YCU,220
CGP,YIH,149
CGQ,AAT,323
CGQ,ABV,941
CGQ,ADE,651
CGQ,AEB,952
CGQ,AKJ,185
CGQ,AKL,218
CGQ,AKU,1456
CGQ,ALA,1746
CGQ,ALG,234
CGQ,ALP,112
CGQ,ALY,156
CGQ,AMD,233
CGQ,AMS,180
CGQ,AOJ,239
CGQ,AQG,188
CGQ,ASB,941
CGQ,ATQ,735
CGQ,AUH,158
CGQ,AXT,375
CGQ,BAV,4352
CGQ,BAX,150
CGQ,BHY,4443
CGQ,BKI,242
CGQ,BKK,6052
CGQ,BKO,1103
CGQ,BLR,342
CGQ,BNE,242
CGQ,BOM,962
CGQ,BSD,258
CGQ,BZV,362
CGQ,CAI,1081
CGQ,CAN,113006
CGQ,CCJ,309
CGQ,CDG,264
CGQ,CEB,590
CGQ,CGD,1850
CGQ,CGK,2850
CGQ,CGO,63994
CGQ,CIF,861
CGQ,CIH,2962
CGQ,CJJ,905
CGQ,CJU,3072
CGQ,CKG,24228
CGQ,CMB,135
CGQ,CNX,3236
CGQ,COO,719
CGQ,CSX,14908
CGQ,CTS,551
CGQ,CTU,19968
CGQ,CZX,2641
CGQ,DAC,402
CGQ,DAD,535
CGQ,DAT,648
CGQ,DAX,137
CGQ,DDG,433
CGQ,DEL,3612
CGQ,DLA,407
CGQ,DLC,143152
CGQ,DLU,172
CGQ,DME,139
CGQ,DMK,194
CGQ,DOH,232
CGQ,DOK,112
CGQ,DPS,552
CGQ,DQA,521
CGQ,DXB,455
CGQ,DYU,397
CGQ,ENH,952
CGQ,EVN,191
CGQ,FCO,109
CGQ,FIH,2683
CGQ,FKS,217
CGQ,FOC,11189
CGQ,FRA,193
CGQ,FRU,1520
CGQ,FSZ,526
CGQ,FUG,151
CGQ,FUK,499
CGQ,GAU,293
CGQ,GMP,304
CGQ,GOI,145
CGQ,GUM,919
CGQ,GYD,393
CGQ,HAK,22345
CGQ,HAN,3352
CGQ,HDG,1426
CGQ,HEK,105
CGQ,HEL,149
CGQ,HET,2459
CGQ,HFE,16224
CGQ,HGH,73553
CGQ,HIJ,220
CGQ,HIN,677
CGQ,HJJ,3124
CGQ,HKD,311
CGQ,HKG,3275
CGQ,HLD,236
CGQ,HMI,368
CGQ,HND,276
CGQ,HRB,4443
CGQ,HRE,1845
CGQ,HSN,543
CGQ,HTN,1519
CGQ,HYN,991
CGQ,ICN,84080
CGQ,IKA,544
CGQ,IKT,244
CGQ,INC,2516
CGQ,ISB,684
CGQ,IST,328
CGQ,ITM,157
CGQ,JAI,369
CGQ,JDZ,720
CGQ,JGN,532
CGQ,JHG,785
CGQ,JIB,719
CGQ,JIU,239
CGQ,JJN,4443
CGQ,JNG,641
CGQ,KBL,773
CGQ,KBP,207
CGQ,KCH,580
CGQ,KHG,4014
CGQ,KHH,121
CGQ,KHI,297
CGQ,KHN,13681
CGQ,KHV,379
CGQ,KIJ,264
CGQ,KIV,718
CGQ,KIX,687
CGQ,KJA,169
CGQ,KMG,171
CGQ,KMI,416
CGQ,KMJ,752
CGQ,KMQ,310
CGQ,KOE,373
CGQ,KOJ,998
CGQ,KOW,902
CGQ,KPO,845
CGQ,KRL,5469
CGQ,KRT,131
CGQ,KRY,391
CGQ,KTM,930
CGQ,KUH,267
CGQ,KUL,1442
CGQ,KUV,474
CGQ,KWE,13724
CGQ,KWJ,2776
CGQ,KWL,12773
CGQ,LAX,337
CGQ,LBD,250
CGQ,LED,249
CGQ,LFW,719
CGQ,LHE,113
CGQ,LHR,326
CGQ,LHW,4443
CGQ,LJG,3179
CGQ,LNJ,144
CGQ,LUM,470
CGQ,LUN,933
CGQ,LXA,2535
CGQ,LYA,4184
CGQ,LYG,4443
CGQ,LYI,2256
CGQ,LZH,1023
CGQ,LZO,448
CGQ,LZY,108
CGQ,MBA,376
CGQ,MDG,655
CGQ,MDL,101
CGQ,MEL,185
CGQ,MES,268
CGQ,MFM,471
CGQ,MIG,1795
CGQ,MLE,141
CGQ,MNL,3823
CGQ,MUC,188
CGQ,MWX,482
CGQ,MXP,150
CGQ,MYJ,885
CGQ,NAO,416
CGQ,NAY,473
CGQ,NBS,542
CGQ,NDG,325
CGQ,NGB,462
CGQ,NGO,13740
CGQ,NGS,233
CGQ,NKG,32062
CGQ,NNG,12990
CGQ,NNY,1512
CGQ,NRT,9620
CGQ,NTG,1830
CGQ,OBO,156
CGQ,ODS,142
CGQ,OIT,372
CGQ,OKA,304
CGQ,OKJ,573
CGQ,OSS,349
CGQ,OUA,719
CGQ,OVB,571
CGQ,PAP,1404
CGQ,PEK,550783
CGQ,PEN,2268
CGQ,PEW,655
CGQ,PNH,4443
CGQ,PNQ,149
CGQ,POM,313
CGQ,PRG,107
CGQ,PUS,570
CGQ,PVG,327012
CGQ,RAI,349
CGQ,REP,4443
CGQ,RGN,428
CGQ,SAP,136
CGQ,SDJ,13312
CGQ,SFO,194
CGQ,SGN,1887
CGQ,SHA,9641
CGQ,SHE,1036
CGQ,SIN,5923
CGQ,SIP,168
CGQ,SJW,22409
CGQ,SUB,537
CGQ,SVO,411
CGQ,SVX,497
CGQ,SWA,12386
CGQ,SYD,241
CGQ,SYM,195
CGQ,SYX,490
CGQ,SZX,5797
CGQ,TAE,667
CGQ,TAK,248
CGQ,TAO,89594
CGQ,TAS,1975
CGQ,TBZ,177
CGQ,TGO,200
CGQ,THQ,108
CGQ,TIP,256
CGQ,TKS,598
CGQ,TLV,307
CGQ,TNA,61662
CGQ,TOY,217
CGQ,TPE,3568
CGQ,TRV,412
CGQ,TSA,952
CGQ,TSE,240
CGQ,TSN,78088
CGQ,TXN,2781
CGQ,TYN,2006
CGQ,ULN,4921
CGQ,UPG,1007
CGQ,URC,298
CGQ,USN,776
CGQ,UUS,148
CGQ,UYN,2654
CGQ,VIE,248
CGQ,VTE,1590
CGQ,VVO,271
CGQ,WEF,193
CGQ,WEH,4300
CGQ,WJU,247
CGQ,WNZ,832
CGQ,WUH,13588
CGQ,WUS,1909
CGQ,WUX,5881
CGQ,WUZ,237
CGQ,WXN,903
CGQ,XFN,1379
CGQ,XIC,952
CGQ,XIY,8690
CGQ,XMN,11444
CGQ,XNN,2516
CGQ,XUZ,1300
CGQ,YBP,398
CGQ,YCU,4443
CGQ,YIH,4443
CGQ,YIN,5396
CGQ,YIW,3160
CGQ,YNJ,57670
CGQ,YNT,867
CGQ,YNZ,1269
CGQ,YVR,108
CGQ,YYC,174
CGQ,YYZ,130
CGQ,ZHA,4107
CGQ,ZHY,135
CGQ,ZNZ,334
CGQ,ZRH,108
CGQ,ZUH,423
CGR,AJU,2059
CGR,ASU,127
CGR,ATL,206
CGR,AUX,262
CGR,BEL,2823
CGR,BOG,1711
CGR,BRA,188
CGR,CAC,508
CGR,CBB,324
CGR,CCS,752
CGR,CGB,83181
CGR,CGH,273066
CGR,CNF,18198
CGR,CPQ,3972
CGR,CPV,938
CGR,CWB,88318
CGR,CXJ,2842
CGR,DKR,1349
CGR,DXB,116
CGR,EVN,134
CGR,EZE,1116
CGR,FLN,873
CGR,FOR,706
CGR,GIG,16307
CGR,GRU,230680
CGR,GYN,63510
CGR,IAH,143
CGR,IMP,3638
CGR,IOS,820
CGR,IPN,216
CGR,IQQ,104
CGR,IST,110
CGR,JDO,1384
CGR,JNB,208
CGR,JOI,3569
CGR,JPA,1310
CGR,LAD,1075
CGR,LAX,185
CGR,LDB,7488
CGR,LHR,122
CGR,LIM,2234
CGR,LIS,153
CGR,MAB,1822
CGR,MAD,252
CGR,MAO,515
CGR,MCP,118
CGR,MCZ,3672
CGR,MEX,280
CGR,MGF,725
CGR,MXP,191
CGR,NAT,886
CGR,OPO,442
CGR,PFB,114
CGR,PLU,182
CGR,PMW,909
CGR,POA,12247
CGR,PPB,483
CGR,PTY,1221
CGR,PVH,4561
CGR,RAO,3338
CGR,RBR,1940
CGR,REC,1744
CGR,ROO,158
CGR,SCL,1549
CGR,SDU,1772
CGR,SJP,20740
CGR,SLA,223
CGR,SRE,128
CGR,SSA,25212
CGR,STM,260
CGR,THE,2998
CGR,TJA,125
CGR,TLV,222
CGR,UBA,123
CGR,UDI,1807
CGR,VCP,35616
CGR,VIX,4294
CGR,VVI,7540
CGY,BCD,605
CGY,BKI,115
CGY,BKK,684
CGY,CAN,159
CGY,CEB,164087
CGY,CGK,424
CGY,CTU,126
CGY,DEL,146
CGY,DMM,106
CGY,GUM,130
CGY,HKG,310
CGY,ICN,113
CGY,ILO,918
CGY,JIB,124
CGY,JJN,1805
CGY,KHH,268
CGY,KIX,122
CGY,KUL,226
CGY,LAO,142
CGY,LGP,401
CGY,MFM,152
CGY,MNL,610231
CGY,NGO,112
CGY,NRT,128
CGY,PEK,513
CGY,POM,395
CGY,PPS,349
CGY,PUS,135
CGY,PVG,183
CGY,RXS,206
CGY,SGN,650
CGY,SIN,5892
CGY,TPE,500
CGY,TUG,119
CGY,WNP,106
CGY,XMN,758
CGY,ZAM,430
CHA,CLT,3931
CHA,DCA,11343
CHA,DEN,224
CHA,DFW,7022
CHA,FIH,115
CHA,LAS,109
CHA,LAX,146
CHA,LIR,142
CHA,MCO,126
CHA,MEM,1869
CHA,MEX,173
CHA,ORD,4626
CHA,PHX,203
CHA,PIE,2871
CHA,SFB,6532
CHA,SFO,137
CHC,ADE,159
CHC,AKL,79963
CHC,AMD,931
CHC,BHY,189
CHC,BKK,313
CHC,BNE,23295
CHC,BZV,557
CHC,CGK,176
CHC,CNX,327
CHC,DEL,122
CHC,DUD,24095
CHC,FIH,2544
CHC,HKG,127
CHC,HLZ,23734
CHC,HRE,3619
CHC,JIB,1219
CHC,KBL,113
CHC,KCH,1447
CHC,KOE,270
CHC,KUL,162
CHC,LAX,180
CHC,LBD,273
CHC,LFW,164
CHC,LUN,155
CHC,MBA,584
CHC,MDL,348
CHC,MEL,20616
CHC,MES,1255
CHC,MNL,363
CHC,MPM,356
CHC,MYY,145
CHC,NRT,8432
CHC,OUA,171
CHC,PEK,188
CHC,PEN,250
CHC,PEW,196
CHC,PNH,4218
CHC,POM,116
CHC,PVG,152
CHC,REP,2503
CHC,SIN,53529
CHC,SUB,1809
CHC,SYD,67939
CHC,SZB,315
CHC,TRG,11850
CHC,TRV,1182
CHC,ULN,452
CHC,UPG,131
CHC,VTE,225
CHC,WLG,110200
CHC,YCU,120
CHC,YIH,178
CHG,ALA,203
CHG,ALG,110
CHG,ASB,106
CHG,BAV,965
CHG,BHY,792
CHG,BKK,814
CHG,BKO,118
CHG,BOM,125
CHG,CAI,550
CHG,CAN,186
CHG,CGO,227
CHG,CKG,522
CHG,CTU,7650
CHG,DEL,1086
CHG,DLC,111
CHG,FIH,387
CHG,FOC,106
CHG,HET,101
CHG,HFE,203
CHG,HGH,114
CHG,HKG,226
CHG,HRB,177
CHG,HRE,127
CHG,ICN,104
CHG,IKA,101
CHG,IKT,138
CHG,INC,1315
CHG,ISB,100
CHG,JIB,272
CHG,JJN,1033
CHG,KBL,103
CHG,KBP,287
CHG,KHN,169
CHG,KHV,176
CHG,KMG,225
CHG,KUL,209
CHG,KWE,188
CHG,LBD,171
CHG,LED,154
CHG,LHW,238
CHG,LYG,677
CHG,MDL,118
CHG,MNL,1006
CHG,NKG,132
CHG,NNG,119
CHG,NRT,177
CHG,OUA,122
CHG,PEK,20260
CHG,PVG,270
CHG,SHE,7850
CHG,SIN,1404
CHG,SWA,476
CHG,SYX,187
CHG,SZX,128
CHG,TAS,309
CHG,TLV,204
CHG,TNA,115
CHG,TPE,517
CHG,TYN,161
CHG,ULN,1371
CHG,VIE,136
CHG,WEH,507
CHG,WNZ,139
CHG,WUH,344
CHG,WUS,180
CHG,WUX,210
CHG,XIY,436
CHG,XMN,262
CHG,XUZ,1448
CHG,YCU,2129
CHG,YIH,1877
CHG,YNT,262
CHM,LIM,2110
CHM,LPB,281
CHM,VVI,157
CIA,ABJ,322
CIA,ABV,408
CIA,ABZ,165
CIA,ACE,604
CIA,ADA,210
CIA,ADE,315
CIA,AGA,667
CIA,AGP,505
CIA,ALA,169
CIA,ALC,366
CIA,ALG,295
CIA,AMM,136
CIA,AMS,474
CIA,ARN,262
CIA,ATH,155
CIA,ATL,108
CIA,ATQ,2032
CIA,AYT,540
CIA,BBU,94320
CIA,BCN,324
CIA,BEL,268
CIA,BEY,341
CIA,BFS,391
CIA,BGO,196
CIA,BGY,54377
CIA,BHD,190
CIA,BHX,200
CIA,BIO,152
CIA,BKK,176
CIA,BKO,5424
CIA,BLK,128
CIA,BLQ,381
CIA,BOD,218
CIA,BOJ,111
CIA,BRE,162
CIA,BRI,635
CIA,BRS,29970
CIA,BRU,277
CIA,BTS,29484
CIA,BUD,309
CIA,BVA,116096
CIA,BZG,159
CIA,BZV,815
CIA,CAG,65274
CIA,CAI,981
CIA,CDG,399
CIA,CGN,238
CIA,CLJ,358
CIA,CLO,1452
CIA,CMN,1445
CIA,COO,778
CIA,CPH,237
CIA,CRL,189567
CIA,CTA,306
CIA,DAM,385
CIA,DKR,299
CIA,DLA,320
CIA,DME,102
CIA,DTM,148
CIA,DUB,76476
CIA,DUS,217
CIA,DXB,169
CIA,EDI,39312
CIA,EIN,63432
CIA,EMA,29484
CIA,ESB,115
CIA,EVN,542
CIA,FEZ,10060
CIA,FIH,600
CIA,FRA,192
CIA,FRU,213
CIA,GDN,464
CIA,GLA,183
CIA,GNB,123
CIA,GOI,1159
CIA,GSE,246
CIA,GUA,804
CIA,GVA,205
CIA,GYE,700
CIA,GZT,106
CIA,HAJ,116
CIA,HAM,188
CIA,HEL,175
CIA,HER,251
CIA,HRE,916
CIA,HRG,222
CIA,INN,123
CIA,IST,344
CIA,JFK,141
CIA,JIB,571
CIA,KBL,349
CIA,KBP,595
CIA,KEF,333
CIA,KIV,3635
CIA,KRK,24759
CIA,KTW,54360
CIA,KUN,192
CIA,LBA,418
CIA,LBC,274
CIA,LBD,627
CIA,LCJ,162
CIA,LCY,184
CIA,LED,161
CIA,LEI,140
CIA,LEN,126
CIA,LFW,1284
CIA,LGW,379
CIA,LHR,362
CIA,LIG,227
CIA,LIN,220
CIA,LIR,208
CIA,LIS,359
CIA,LOS,182
CIA,LPA,242
CIA,LPL,29673
CIA,LRM,878
CIA,LTN,353
CIA,LUN,446
CIA,LWO,385
CIA,LXR,190
CIA,LYS,41238
CIA,MAD,119768
CIA,MAN,145
CIA,MBA,749
CIA,MJV,232
CIA,MLA,673
CIA,MPM,828
CIA,MRS,178
CIA,MSQ,221
CIA,MUC,259
CIA,MVD,384
CIA,MXP,239
CIA,NBO,116
CIA,NCE,178
CIA,NCL,18408
CIA,NDR,785
CIA,NRN,39312
CIA,NTE,189
CIA,NYO,39501
CIA,ODS,1689
CIA,OPO,376
CIA,ORK,279
CIA,ORN,1170
CIA,ORY,78836
CIA,OTP,427
CIA,OUA,1284
CIA,OVD,167
CIA,PAP,5801
CIA,PEK,185
CIA,PEW,261
CIA,PIK,415
CIA,PMI,291
CIA,PMO,196
CIA,PNH,125
CIA,POZ,316
CIA,PRG,46980
CIA,RAI,354
CIA,RAK,1287
CIA,REP,125
CIA,REU,125
CIA,RIX,529
CIA,RUN,250
CIA,RZE,529
CIA,SAW,198
CIA,SDR,39312
CIA,SKG,528
CIA,SOF,721
CIA,SPU,193
CIA,STN,97528
CIA,STR,147
CIA,SVG,202
CIA,SVO,302
CIA,SVQ,32886
CIA,SXB,135
CIA,SXF,88920
CIA,SZG,222
CIA,TAS,203
CIA,TFS,330
CIA,TGD,315
CIA,TIA,259
CIA,TIP,149
CIA,TLL,110
CIA,TLS,182
CIA,TLV,936
CIA,TMP,140
CIA,TNG,191
CIA,TRD,181
CIA,TRF,29484
CIA,TRN,276
CIA,TSF,47331
CIA,TSR,225
CIA,TXL,296
CIA,UIO,474
CIA,ULN,250
CIA,VCE,362
CIA,VIE,320
CIA,VLC,68985
CIA,VLL,203
CIA,VNO,292
CIA,VTE,131
CIA,VVI,1834
CIA,WAW,287
CIA,WIL,470
CIA,WRO,29484
CIA,ZAG,104
CIA,ZAZ,25520
CIA,ZNZ,220
CIA,ZRH,209
CID,ATL,213
CID,AZA,31800
CID,BDL,116
CID,BOS,108
CID,BWI,154
CID,DCA,203
CID,DEN,25010
CID,DFW,11750
CID,DTW,7558
CID,IAD,105
CID,IAH,154
CID,LAS,16593
CID,LAX,251
CID,LGA,102
CID,LHR,138
CID,LIR,111
CID,MCO,313
CID,MEX,238
CID,MSP,6610
CID,MSY,103
CID,ORD,4632
CID,PHX,350
CID,PIE,7706
CID,RDU,109
CID,SAN,132
CID,SEA,144
CID,SFB,16091
CID,SFO,314
CID,SLC,120
CID,TPA,180
CIF,ADE,103
CIF,ALA,403
CIF,ALG,316
CIF,ASB,222
CIF,BAV,1997
CIF,BHY,1665
CIF,BKK,1258
CIF,BKO,127
CIF,BOM,136
CIF,CAI,856
CIF,CAN,1305
CIF,CGK,196
CIF,CGO,1509
CIF,CGQ,861
CIF,CKG,432
CIF,CSX,266
CIF,CTU,760
CIF,DEL,1705
CIF,DLC,4300
CIF,DXB,117
CIF,FIH,387
CIF,FOC,720
CIF,FRU,141
CIF,HAK,527
CIF,HAN,248
CIF,HET,50036
CIF,HFE,1140
CIF,HGH,648
CIF,HKG,597
CIF,HRB,1005
CIF,HRE,165
CIF,ICN,249
CIF,IKA,291
CIF,IKT,256
CIF,INC,6072
CIF,ISB,290
CIF,JIB,358
CIF,JJN,1977
CIF,KBL,143
CIF,KBP,447
CIF,KHH,142
CIF,KHN,716
CIF,KHV,340
CIF,KIX,169
CIF,KJA,190
CIF,KMG,2006
CIF,KUL,757
CIF,KWE,897
CIF,KWL,328
CIF,LBD,237
CIF,LED,240
CIF,LFW,124
CIF,LHW,609
CIF,LYG,1324
CIF,MDL,252
CIF,MNL,1614
CIF,NGB,338
CIF,NGO,181
CIF,NKG,748
CIF,NNG,1023
CIF,NRT,263
CIF,OUA,158
CIF,OVB,249
CIF,PEK,20124
CIF,PEW,106
CIF,PVG,1072
CIF,SHA,614
CIF,SHE,822
CIF,SIN,2160
CIF,SJW,351
CIF,SVO,114
CIF,SVX,418
CIF,SWA,1667
CIF,SYX,169
CIF,SZX,977
CIF,TAO,411
CIF,TAS,791
CIF,TIP,214
CIF,TLV,318
CIF,TNA,645
CIF,TPE,1016
CIF,TSA,308
CIF,TSN,33022
CIF,TXL,130
CIF,TYN,1035
CIF,ULN,2431
CIF,URC,723
CIF,VIE,210
CIF,VVO,178
CIF,WEH,169
CIF,WNZ,596
CIF,WUH,2308
CIF,WUS,404
CIF,WUX,490
CIF,XIY,2841
CIF,XMN,575
CIF,XUZ,1371
CIF,YCU,4772
CIF,YIH,3319
CIF,YNT,896
CIH,ADE,121
CIH,ALA,606
CIH,ALG,441
CIH,ASB,257
CIH,AUH,109
CIH,BAV,1651
CIH,BHY,2842
CIH,BKK,3826
CIH,BKO,210
CIH,BLR,269
CIH,BOM,205
CIH,BZV,120
CIH,CAI,907
CIH,CAN,57640
CIH,CDG,129
CIH,CGD,124
CIH,CGK,468
CIH,CGO,1665
CIH,CGQ,2962
CIH,CKG,4833
CIH,CSX,1736
CIH,CTU,4736
CIH,DAC,273
CIH,DAT,3695
CIH,DEL,2266
CIH,DLC,2174
CIH,DOH,234
CIH,DPS,109
CIH,DXB,301
CIH,EVN,133
CIH,FIH,477
CIH,FOC,2238
CIH,FRU,122
CIH,GMP,117
CIH,HAK,2999
CIH,HAN,613
CIH,HET,1318
CIH,HFE,2351
CIH,HGH,1259
CIH,HKG,698
CIH,HRB,3073
CIH,HRE,271
CIH,ICN,322
CIH,IKA,421
CIH,IKT,413
CIH,INC,3057
CIH,ISB,437
CIH,JIB,395
CIH,JJN,3101
CIH,KBL,186
CIH,KBP,464
CIH,KHH,235
CIH,KHI,308
CIH,KHN,3185
CIH,KHV,288
CIH,KIX,180
CIH,KJA,264
CIH,KMG,8158
CIH,KRT,130
CIH,KTM,294
CIH,KUL,1448
CIH,KWE,6220
CIH,KWL,2396
CIH,LAX,110
CIH,LBD,362
CIH,LED,246
CIH,LFW,149
CIH,LHW,2226
CIH,LJG,171
CIH,LYG,2266
CIH,LZH,133
CIH,MBA,103
CIH,MDL,354
CIH,MFM,164
CIH,MNL,2266
CIH,NAY,310
CIH,NGB,674
CIH,NGO,162
CIH,NKG,1368
CIH,NNG,4816
CIH,NRT,219
CIH,OUA,186
CIH,OVB,355
CIH,PEK,61591
CIH,PEN,146
CIH,PEW,141
CIH,PNH,1299
CIH,PUS,154
CIH,PVG,1600
CIH,REP,540
CIH,RGN,291
CIH,SGN,353
CIH,SHA,7742
CIH,SHE,2521
CIH,SIN,9670
CIH,SJW,735
CIH,SVO,275
CIH,SVX,371
CIH,SWA,8301
CIH,SYD,119
CIH,SYX,4163
CIH,SZX,1512
CIH,TAO,1116
CIH,TAS,1311
CIH,TIP,302
CIH,TLV,337
CIH,TNA,1408
CIH,TPE,1105
CIH,TSA,316
CIH,TSN,746
CIH,TXL,134
CIH,TXN,107
CIH,ULN,2976
CIH,URC,3062
CIH,VIE,217
CIH,VTE,103
CIH,VVO,327
CIH,WEH,2266
CIH,WNZ,1871
CIH,WUH,3664
CIH,WUS,1221
CIH,WUX,1316
CIH,XIC,121
CIH,XIY,3331
CIH,XMN,3432
CIH,XNN,133
CIH,XUZ,2266
CIH,YCU,2266
CIH,YIH,2266
CIH,YIW,113
CIH,YNT,1035
CIH,ZHA,111
CIH,ZUH,133
CIT,ALA,5164
CIT,BAX,290
CIT,BKK,503
CIT,CAI,562
CIT,CEK,220
CIT,DEL,609
CIT,DME,2666
CIT,DOK,132
CIT,EVN,284
CIT,FIH,246
CIT,FRU,250
CIT,GYD,169
CIT,JIB,121
CIT,KBL,317
CIT,KBP,229
CIT,KIV,187
CIT,KZN,122
CIT,LBD,381
CIT,LED,109
CIT,ODS,120
CIT,OMS,188
CIT,PEK,203
CIT,SCO,6432
CIT,SIN,370
CIT,UFA,148
CIX,BOG,181
CIX,COR,105
CIX,CTG,265
CIX,CUZ,204
CIX,HAV,103
CIX,LIM,179268
CIX,LPB,399
CIX,MEX,112
CIX,PTY,105
CIX,SCL,105
CIX,SJO,175
CIX,VVI,131
CJA,CTG,106
CJA,CUZ,113
CJA,LIM,110163
CJA,LPB,151
CJB,ADD,1492
CJB,ADE,4524
CJB,ALA,1077
CJB,ALP,1478
CJB,ALY,1945
CJB,AMD,7433
CJB,AMM,796
CJB,ATQ,1536
CJB,AUH,822
CJB,BBI,1575
CJB,BDQ,340
CJB,BEY,526
CJB,BHO,477
CJB,BHY,141
CJB,BKK,3622
CJB,BKO,169
CJB,BLR,80373
CJB,BOM,225072
CJB,BPM,250
CJB,BZV,166
CJB,CAI,1741
CJB,CAN,182
CJB,CCU,13818
CJB,CDG,144
CJB,CEB,187
CJB,CGK,464
CJB,CKG,733
CJB,CMB,496
CJB,CMN,129
CJB,CNX,146
CJB,CTU,2554
CJB,DAC,988
CJB,DAM,734
CJB,DEL,56674
CJB,DMM,512
CJB,DOH,1111
CJB,DXB,1280
CJB,DYU,874
CJB,EVN,235
CJB,FIH,972
CJB,FOC,705
CJB,FRA,117
CJB,GAU,8510
CJB,GOI,7393
CJB,HAK,400
CJB,HAN,528
CJB,HKG,732
