Destination,Origin,Flow
ULN,CTS,4921
ULN,CTU,4921
ULN,CUN,306
ULN,CZX,3059
ULN,DAC,856
ULN,DAM,1831
ULN,DAR,797
ULN,DAT,1745
ULN,DAX,502
ULN,DDG,1310
ULN,DEL,4921
ULN,DEN,111
ULN,DFW,690
ULN,DKR,1194
ULN,DLC,10763
ULN,DME,1503
ULN,DMM,670
ULN,DNH,289
ULN,DOH,4921
ULN,DPS,6517
ULN,DQA,2478
ULN,DRS,1831
ULN,DRW,124
ULN,DTM,279
ULN,DTW,1703
ULN,DUB,473
ULN,DUS,1305
ULN,DXB,9845
ULN,DYU,797
ULN,EDI,157
ULN,EIN,409
ULN,EMA,463
ULN,ENH,207
ULN,ESB,745
ULN,EVN,4756
ULN,EWR,628
ULN,EXT,101
ULN,EZE,711
ULN,FCO,3433
ULN,FKS,297
ULN,FLR,243
ULN,FMO,1831
ULN,FNJ,765
ULN,FOC,304
ULN,FRA,4218
ULN,FRL,646
ULN,FSZ,868
ULN,FUG,184
ULN,FUK,10080
ULN,GAY,116
ULN,GDL,267
ULN,GDN,322
ULN,GDX,104
ULN,GIG,364
ULN,GLA,247
ULN,GOJ,102
ULN,GOT,2868
ULN,GRU,668
ULN,GRZ,362
ULN,GUM,4921
ULN,GVA,675
ULN,GYD,3591
ULN,HAJ,1831
ULN,HAK,4921
ULN,HAM,1831
ULN,HAN,11699
ULN,HAV,1831
ULN,HDG,472
ULN,HEL,3446
ULN,HER,1831
ULN,HET,8600
ULN,HFE,4921
ULN,HGH,5052
ULN,HJJ,196
ULN,HKD,611
ULN,HKG,16349
ULN,HLD,308
ULN,HLH,341
ULN,HND,4921
ULN,HNL,3022
ULN,HRB,4921
ULN,HRG,1831
ULN,HRK,140
ULN,HSN,885
ULN,HYD,505
ULN,HYN,391
ULN,IAD,1962
ULN,IAH,972
ULN,ICN,125188
ULN,IDR,129
ULN,IKA,4921
ULN,IKT,3870
ULN,IND,192
ULN,INN,1831
ULN,ISB,4064
ULN,IST,4921
ULN,ITM,3378
ULN,JDZ,1055
ULN,JED,447
ULN,JFK,2411
ULN,JIU,2269
ULN,JMU,365
ULN,JNB,461
ULN,JNG,3811
ULN,JXA,962
ULN,KBP,4064
ULN,KEF,166
ULN,KEJ,639
ULN,KGD,332
ULN,KHH,4921
ULN,KHI,864
ULN,KHN,14463
ULN,KIX,2520
ULN,KJA,4064
ULN,KMG,4921
ULN,KMI,464
ULN,KMJ,853
ULN,KMQ,423
ULN,KNU,167
ULN,KOJ,876
ULN,KOW,3035
ULN,KRK,933
ULN,KRR,5944
ULN,KRT,4064
ULN,KTM,4921
ULN,KTW,450
ULN,KUF,1846
ULN,KUL,6669
ULN,KWE,13596
ULN,KWL,4921
ULN,LAD,1831
ULN,LAS,429
ULN,LAX,5213
ULN,LBA,375
ULN,LCX,239
ULN,LCY,473
ULN,LDS,213
ULN,LED,4921
ULN,LEJ,1831
ULN,LGW,213
ULN,LHE,2490
ULN,LHR,7334
ULN,LHW,11079
ULN,LIM,509
ULN,LIN,359
ULN,LIS,305
ULN,LJG,995
ULN,LJU,1831
ULN,LNJ,105
ULN,LOS,817
ULN,LPA,801
ULN,LPL,313
ULN,LTN,246
ULN,LXR,538
ULN,LYA,3703
ULN,LYI,222
ULN,LYS,237
ULN,LZH,2528
ULN,LZO,2782
ULN,MAA,494
ULN,MAD,3278
ULN,MAN,167
ULN,MBA,408
ULN,MCI,126
ULN,MDG,3428
ULN,MEL,4921
ULN,MEX,677
ULN,MFM,4921
ULN,MHG,195
ULN,MIG,2064
ULN,MJV,184
ULN,MKE,149
ULN,MLA,1831
ULN,MLE,1413
ULN,MMK,327
ULN,MNL,25775
ULN,MRS,134
ULN,MSP,502
ULN,MSQ,2634
ULN,MSY,207
ULN,MTY,321
ULN,MUC,4921
ULN,MWX,1085
ULN,MXP,4765
ULN,MYJ,856
ULN,MZT,561
ULN,NAG,123
ULN,NAO,3037
ULN,NAP,623
ULN,NAS,121
ULN,NAY,451
ULN,NBO,1367
ULN,NBS,1412
ULN,NCE,1182
ULN,NCL,343
ULN,NDG,1886
ULN,NGB,9922
ULN,NGO,12556
ULN,NKG,4921
ULN,NKM,140
ULN,NNG,16049
ULN,NNY,247
ULN,NRN,261
ULN,NRT,15764
ULN,NTE,370
ULN,NTG,3075
ULN,NUE,2543
ULN,NZH,173
ULN,OIT,415
ULN,OKA,4388
ULN,OKC,125
ULN,OKJ,713
ULN,OPO,707
ULN,ORD,1051
ULN,ORF,281
ULN,ORK,238
ULN,ORY,1673
ULN,OSS,146
ULN,OTP,1831
ULN,OVB,4064
ULN,PAD,140
ULN,PAT,115
ULN,PEE,392
ULN,PEK,103364
ULN,PER,1391
ULN,PIK,180
ULN,PIT,300
ULN,PMI,1390
ULN,PMO,516
ULN,POM,728
ULN,POP,298
ULN,POZ,503
ULN,PRG,4921
ULN,PTY,644
ULN,PUS,9816
ULN,PVG,22648
ULN,PVR,718
ULN,RAK,566
ULN,RDU,164
ULN,RGN,1338
ULN,RIX,5280
ULN,ROV,1831
ULN,RUH,721
ULN,SAN,179
ULN,SAW,646
ULN,SCL,789
ULN,SCN,168
ULN,SCW,197
ULN,SDF,100
ULN,SDQ,458
ULN,SEA,1895
ULN,SFO,3790
ULN,SGC,593
ULN,SGN,12031
ULN,SHA,13412
ULN,SHE,11216
ULN,SHJ,681
ULN,SHP,166
ULN,SIN,19974
ULN,SJO,904
ULN,SJU,475
ULN,SJW,866
ULN,SKG,792
ULN,SLC,620
ULN,SMF,134
ULN,SOF,2963
ULN,SPU,1831
ULN,SSA,364
ULN,STL,165
ULN,STN,202
ULN,STR,778
ULN,SVG,186
ULN,SVO,46580
ULN,SVQ,205
ULN,SVX,4064
ULN,SWA,2502
ULN,SXB,535
ULN,SXF,3653
ULN,SYD,3863
ULN,SYX,4921
ULN,SZG,1831
ULN,SZX,4921
ULN,TAE,1701
ULN,TAK,309
ULN,TAO,18517
ULN,TAS,4921
ULN,TBS,797
ULN,TFN,148
ULN,TFS,934
ULN,TGO,1187
ULN,THQ,449
ULN,THR,167
ULN,TIA,897
ULN,TIJ,620
ULN,TIP,4064
ULN,TJM,1831
ULN,TLL,1831
ULN,TLS,511
ULN,TLV,4921
ULN,TNA,4921
ULN,TNR,1302
ULN,TOY,326
ULN,TPA,136
ULN,TPE,21399
ULN,TRD,455
ULN,TRN,1831
ULN,TSE,1831
ULN,TSF,287
ULN,TSN,10442
ULN,TSR,554
ULN,TXL,324
ULN,TXN,1848
ULN,TYN,4921
ULN,TYS,157
ULN,UET,108
ULN,ULG,5304
ULN,URC,4921
ULN,UYN,2443
ULN,VCE,1831
ULN,VIE,4921
ULN,VKO,519
ULN,VLC,566
ULN,VNO,613
ULN,VNS,133
ULN,VOG,623
ULN,VRN,452
ULN,VTZ,112
ULN,VVO,4921
ULN,WAW,2506
ULN,WEF,3179
ULN,WNZ,14263
ULN,WRO,291
ULN,WUH,4921
ULN,WUS,393
ULN,WUZ,150
ULN,WXN,1065
ULN,XFN,3506
ULN,XIL,132
ULN,XIY,4921
ULN,XMN,4921
ULN,XNN,2795
ULN,XUZ,104
ULN,YBP,2944
ULN,YEG,203
ULN,YHZ,407
ULN,YIW,941
ULN,YNJ,1564
ULN,YNZ,4742
ULN,YOW,311
ULN,YQB,352
ULN,YUL,130
ULN,YUS,190
ULN,YVR,2336
ULN,YWG,106
ULN,YYC,4921
ULN,YYZ,3025
ULN,ZAG,1831
ULN,ZAT,212
ULN,ZHA,306
ULN,ZHY,687
ULN,ZRH,2621
ULU,ADD,124
ULU,BKO,134
ULU,BZV,194
ULU,CAI,171
ULU,FIH,1200
ULU,HRE,337
ULU,JIB,610
ULU,LFW,107
ULU,LUN,109
ULU,MBA,195
ULU,MPM,150
ULU,WIL,147
ULY,ASB,109
ULY,BAX,105
ULY,BKK,254
ULY,CAI,254
ULY,CEK,120
ULY,DEL,153
ULY,DME,4266
ULY,DOK,341
ULY,DYU,101
ULY,EVN,508
ULY,FIH,294
ULY,FRU,368
ULY,GOI,100
ULY,GYD,209
ULY,JIB,120
ULY,KBP,219
ULY,KIV,717
ULY,LBD,977
ULY,LWO,152
ULY,MSQ,102
ULY,ODS,433
ULY,SCO,169
ULY,SIN,458
ULY,SIP,260
ULY,SXF,111
ULY,TAS,186
ULY,TLV,114
ULY,VAR,185
ULY,VKO,8924
UND,ALA,173
UND,ATQ,219
UND,DEL,775
UND,GYD,245
UND,JIB,205
UND,KBL,14664
UND,LBD,109
UND,PEW,445
UND,URC,127
UPG,ABJ,501
UPG,ACC,1072
UPG,ACE,110
UPG,ADB,114
UPG,ADD,2023
UPG,ADL,5427
UPG,AGA,415
UPG,AKL,2827
UPG,ALA,1479
UPG,ALG,602
UPG,ALP,378
UPG,AMI,54436
UPG,AMM,14509
UPG,AMQ,307695
UPG,AMS,487
UPG,AOR,177
UPG,ARD,511
UPG,ARN,321
UPG,AUH,2176
UPG,AYT,229
UPG,BBU,185
UPG,BDJ,2533
UPG,BDO,5427
UPG,BEG,298
UPG,BEY,902
UPG,BFS,152
UPG,BKI,10653
UPG,BKK,22490
UPG,BKS,43642
UPG,BLR,1821
UPG,BNE,5427
UPG,BOM,4046
UPG,BPN,60879
UPG,BTH,54436
UPG,BTJ,22806
UPG,BTS,143
UPG,BTU,224
UPG,CAI,2191
UPG,CAN,7281
UPG,CCU,2583
UPG,CDG,678
UPG,CEB,431
UPG,CGK,1384700
UPG,CGO,1222
UPG,CGQ,1007
UPG,CHC,131
UPG,CKG,1114
UPG,CLJ,229
UPG,CMB,7503
UPG,CMN,104
UPG,CNS,204
UPG,COK,2583
UPG,CPT,153
UPG,CSX,604
UPG,CTA,108
UPG,CTS,123
UPG,CTU,3132
UPG,DAC,12006
UPG,DAM,1066
UPG,DAR,585
UPG,DEL,4219
UPG,DJB,36319
UPG,DJJ,80300
UPG,DKR,459
UPG,DLC,1006
UPG,DME,735
UPG,DMM,36270
UPG,DOH,2089
UPG,DPS,138046
UPG,DRW,3112
UPG,DXB,2534
UPG,DYU,472
UPG,ESB,206
UPG,EVN,2236
UPG,EZE,254
UPG,FCO,550
UPG,FOC,1199
UPG,FRA,314
UPG,FRL,100
UPG,FUK,164
UPG,GDN,110
UPG,GLA,104
UPG,GOT,133
UPG,GTO,124830
UPG,GUM,973
UPG,GYD,427
UPG,HAJ,145
UPG,HAK,1479
UPG,HAN,5125
UPG,HAV,171
UPG,HET,693
UPG,HFE,1333
UPG,HGH,4713
UPG,HKG,8565
UPG,HRB,1131
UPG,HRG,425
UPG,HYD,1817
UPG,ICN,3777
UPG,IKA,2506
UPG,IKT,296
UPG,INN,225
UPG,ISB,1442
UPG,IST,1040
UPG,JED,2647
UPG,JNB,1798
UPG,JOG,36135
UPG,KBP,100
UPG,KBR,161
UPG,KBU,1477
UPG,KDI,289009
UPG,KEF,244
UPG,KHH,5427
UPG,KHI,1979
UPG,KHN,1009
UPG,KIX,5503
UPG,KJA,333
UPG,KMG,1479
UPG,KOE,4953
UPG,KRK,189
UPG,KRR,171
UPG,KRT,523
UPG,KTM,2441
UPG,KUA,155
UPG,KUF,247
UPG,KUL,37620
UPG,KWE,1307
UPG,KWL,2583
UPG,LAD,350
UPG,LHE,1111
UPG,LHR,1017
UPG,LHW,767
UPG,LIN,135
UPG,LJU,116
UPG,LOS,553
UPG,LXR,214
UPG,MAA,10030
UPG,MBA,499
UPG,MDC,267151
UPG,MEL,34755
UPG,MES,5068
UPG,MFM,13967
UPG,MLA,407
UPG,MLE,1820
UPG,MLG,28933
UPG,MNL,29597
UPG,MSQ,575
UPG,NAP,147
UPG,NAY,448
UPG,NBO,1236
UPG,NCL,120
UPG,NGB,409
UPG,NGO,5427
UPG,NKG,857
UPG,NNG,54436
UPG,NRT,4508
UPG,NUE,100
UPG,OPO,143
UPG,OTP,387
UPG,OVB,5427
UPG,PDG,54436
UPG,PEK,19446
UPG,PER,24271
UPG,PGK,21557
UPG,PKU,54436
UPG,PKY,5088
UPG,PLM,53379
UPG,PLW,306235
UPG,PNK,47659
UPG,POM,1479
UPG,POZ,127
UPG,PUS,220
UPG,PVG,9824
UPG,RAK,174
UPG,RGN,3114
UPG,ROV,450
UPG,RUH,3902
UPG,SAW,150
UPG,SBW,269
UPG,SCL,172
UPG,SDK,156
UPG,SGN,49726
UPG,SHA,192
UPG,SHE,1009
UPG,SHJ,292
UPG,SIN,2393
UPG,SJW,859
UPG,SKG,506
UPG,SOC,42426
UPG,SOF,470
UPG,SOQ,45072
UPG,SPU,335
UPG,SRG,54436
UPG,STN,947
UPG,SUB,356198
UPG,SVX,520
UPG,SWA,408
UPG,SXB,128
UPG,SYD,4101
UPG,SYX,1123
UPG,SZG,201
UPG,SZX,4169
UPG,TAO,558
UPG,TAS,1479
UPG,TBS,346
UPG,TGG,193
UPG,TIA,277
UPG,TIP,789
UPG,TJM,119
UPG,TKG,54436
UPG,TLL,173
UPG,TLV,147
UPG,TNA,953
UPG,TNJ,11790
UPG,TNR,715
UPG,TPE,13463
UPG,TRD,123
UPG,TRN,182
UPG,TRZ,373
UPG,TSE,608
UPG,TSN,4050
UPG,TTE,36135
UPG,TWU,221
UPG,TYN,945
UPG,URC,402
UPG,VCE,190
UPG,VLC,161
UPG,VNO,676
UPG,VVO,318
UPG,WNZ,750
UPG,WRO,101
UPG,WUH,1285
UPG,XIY,1068
UPG,XMN,44676
UPG,YYC,135
UPG,ZAG,199
UPN,ACA,259
UPN,HMO,226
UPN,MEX,269
UPN,MTY,211
UPN,MZT,203
UPN,PVR,290
UPN,TIJ,40862
URA,ALA,541
URA,AMS,436
URA,BKK,308
URA,CAI,295
URA,CTU,110
URA,DEL,302
URA,DME,3009
URA,DOK,126
URA,FIH,399
URA,FRU,290
URA,JIB,113
URA,KBL,175
URA,KBP,287
URA,KIV,212
URA,LBD,642
URA,LED,144
URA,MBA,117
URA,MNL,109
URA,ODS,127
URA,OMS,110
URA,PEK,184
URA,SIN,335
URA,TSE,238
URC,ABV,433
URC,ACC,288
URC,ADD,651
URC,ADE,630
URC,AEB,1926
URC,AKU,70900
URC,ALA,45612
URC,ALG,393
URC,ALP,714
URC,ALY,1183
URC,AMD,5249
URC,AMM,296
URC,AMS,245
URC,ARN,133
URC,ASB,16724
URC,ATH,117
URC,ATQ,1939
URC,AUH,650
URC,AWZ,201
URC,AXT,111
URC,AZN,110
URC,BAV,4694
URC,BAX,1884
URC,BEL,385
URC,BEY,710
URC,BGW,1693
URC,BHK,114
URC,BHX,123
URC,BHY,4370
URC,BKI,115
URC,BKK,1793
URC,BKO,1224
URC,BLR,644
URC,BND,1033
URC,BNE,111
URC,BOM,1825
URC,BSD,255
URC,BUD,128
URC,BZV,356
URC,CAI,1793
URC,CAN,111156
URC,CCJ,7573
URC,CCU,643
URC,CDG,440
URC,CEB,196
URC,CEK,397
URC,CGD,2076
URC,CGK,2133
URC,CGO,127648
URC,CGP,533
URC,CGQ,298
URC,CIF,723
URC,CIH,3062
URC,CJU,199
URC,CKG,118471
URC,CMB,131
URC,CMN,282
URC,CNX,1018
URC,COK,119
URC,COO,707
URC,CPH,151
URC,CSX,74778
URC,CTS,223
URC,CTU,232160
URC,CZX,3026
URC,DAC,647
URC,DAD,364
URC,DAM,635
URC,DAR,209
URC,DAT,837
URC,DAX,119
URC,DDG,246
URC,DEL,1793
URC,DLA,442
URC,DLC,6391
URC,DLU,207
URC,DME,1017
URC,DMK,135
URC,DMM,249
URC,DNH,1935
URC,DOH,645
URC,DOK,399
URC,DPS,275
URC,DQA,247
URC,DUR,884
URC,DXB,10160
URC,DYU,10100
URC,ENH,4657
URC,ESB,406
URC,EVN,730
URC,FCO,256
URC,FEG,100
URC,FEZ,114
URC,FIH,1224
URC,FOC,11189
URC,FRA,437
URC,FRU,38654
URC,FSZ,147
URC,FUG,109
URC,FUK,149
URC,GAU,336
URC,GMP,560
URC,GOI,998
URC,GUM,149
URC,GYD,18274
URC,HAJ,101
URC,HAK,22133
URC,HAM,160
URC,HAN,1466
URC,HBE,363
URC,HDG,868
URC,HEA,180
URC,HEK,2068
URC,HEL,114
URC,HET,30558
URC,HFE,12719
URC,HGH,170
URC,HJJ,3124
URC,HKG,2083
URC,HLD,485
URC,HMI,25550
URC,HND,311
URC,HRB,158
URC,HRE,1793
URC,HSN,476
URC,HTA,111
URC,HTN,92736
URC,HYD,248
URC,HYN,431
URC,ICN,9840
URC,IFN,699
URC,IKA,18415
URC,IKT,347
URC,INC,85278
URC,ISB,20200
URC,IST,1388
URC,IXE,190
URC,JAI,1117
URC,JDZ,511
URC,JED,433
URC,JGN,954
URC,JHG,854
URC,JIB,2179
URC,JIU,158
URC,JJN,4370
URC,JNB,108
URC,JNG,565
URC,KBL,19656
URC,KBP,1653
URC,KCH,472
URC,KHG,221938
URC,KHH,833
URC,KHI,899
URC,KHN,13681
URC,KHV,840
URC,KIJ,177
URC,KIV,948
URC,KIX,356
URC,KJA,561
URC,KMG,19770
URC,KMI,126
URC,KMJ,262
URC,KOE,363
URC,KOJ,295
URC,KOW,538
URC,KRL,149622
URC,KRR,397
URC,KRT,236
URC,KRY,23450
URC,KSQ,100
URC,KTM,1167
URC,KUF,397
URC,KUL,1793
URC,KWE,13724
URC,KWL,12773
URC,KZN,397
URC,LAD,158
URC,LAX,234
URC,LBA,112
URC,LBD,6350
URC,LCX,315
URC,LDS,528
URC,LED,1677
URC,LFW,659
URC,LHE,2280
URC,LHR,863
URC,LHW,155710
URC,LJG,4514
URC,LKO,529
URC,LNJ,140
URC,LOS,251
URC,LUM,469
URC,LUN,784
URC,LXA,4657
URC,LYA,4024
URC,LYG,4370
URC,LYI,1415
URC,LYP,517
URC,LZH,1112
URC,LZO,410
URC,LZY,152
URC,MAA,284
URC,MAD,143
URC,MBA,193
URC,MDG,379
URC,MDL,3201
URC,MEL,125
URC,MES,210
URC,MFM,249
URC,MIG,1086
URC,MLE,178
URC,MNL,2651
URC,MPM,846
URC,MSQ,398
URC,MUC,318
URC,MUX,512
URC,MWX,111
URC,MXP,330
URC,MYJ,243
URC,MZR,209
URC,NAO,375
URC,NAY,334
URC,NBO,564
URC,NDG,206
URC,NGB,3266
URC,NGO,287
URC,NKG,15943
URC,NNG,158
URC,NNY,1180
URC,NRT,826
URC,NTG,1004
URC,ODS,399
URC,OIT,114
URC,OKJ,164
URC,OSS,14459
URC,OTP,287
URC,OUA,659
URC,OVB,31117
URC,PAP,1117
URC,PEK,632839
URC,PEN,1552
URC,PEW,3435
URC,PNH,4370
URC,PNQ,1117
URC,PRG,497
URC,PUS,296
URC,PVG,6433
URC,RAI,311
URC,REN,117
URC,REP,4370
URC,RGN,531
URC,RIX,568
URC,ROV,399
URC,RUH,508
URC,SAW,153
URC,SCO,1789
URC,SDJ,202
URC,SFO,126
URC,SGN,1409
URC,SHA,210328
URC,SHE,6874
URC,SHJ,705
URC,SIN,5095
URC,SIP,217
URC,SJW,25781
URC,SKD,508
URC,SKT,201
URC,SOF,153
URC,SUB,352
URC,SVO,1267
URC,SVX,1219
URC,SWA,12247
URC,SYD,167
URC,SYM,186
URC,SYX,20552
URC,SYZ,1410
URC,SZX,5797
URC,TAE,355
URC,TAO,7885
URC,TAS,56228
URC,TBS,488
URC,TBZ,638
URC,TCG,4150
URC,TGO,479
URC,THR,384
URC,TIP,445
URC,TJM,314
URC,TLV,718
URC,TNA,8446
URC,TPE,1946
URC,TRV,7402
URC,TRZ,166
URC,TSA,1264
URC,TSE,12728
URC,TSN,10382
URC,TXL,136
URC,TXN,1530
URC,TYN,10414
URC,UET,290
URC,UFA,846
URC,ULN,4921
URC,UND,127
URC,UPG,402
URC,UUS,118
URC,UYN,525
URC,VCE,105
URC,VIE,644
URC,VKO,359
URC,VVO,439
URC,WEF,149
URC,WEH,4370
URC,WNZ,6845
URC,WUH,6798
URC,WUS,2781
URC,WUX,5794
URC,WUZ,196
URC,WXN,566
URC,XFN,682
URC,XIC,4657
URC,XIL,106
URC,XIY,337780
URC,XMN,11444
URC,XNN,5018
URC,XUZ,4370
URC,YBP,526
URC,YCU,4370
URC,YIH,4370
URC,YIN,149776
URC,YIW,1805
URC,YKS,254
URC,YNJ,2267
URC,YNZ,1186
URC,YYZ,132
URC,ZAT,109
URC,ZHA,3466
URC,ZHY,107
URC,ZNZ,424
URC,ZUH,265
URG,POA,328
URG,RIA,2688
URT,BAV,117
URT,BHY,829
URT,BKK,210620
URT,BOM,186
URT,CAI,127
URT,CAN,4008
URT,CKG,126
URT,CNX,1116
URT,CTU,704
URT,DEL,727
URT,DMK,84840
URT,FIH,237
URT,JJN,204
URT,KMG,207
URT,KUL,127
URT,LHE,153
URT,LYG,240
URT,MNL,843
URT,NNG,227
URT,PEK,369
URT,PNH,156
URT,PVG,106
URT,SIN,883
URT,SWA,308
URT,TAS,112
URT,TPE,144
URT,VTE,138
URT,WEH,120
URT,XUZ,874
URT,YCU,638
URT,YIH,471
USN,CAN,307
USN,CGQ,776
USN,CJJ,153
USN,CJU,19740
USN,CSX,776
USN,DLC,776
USN,GMP,756224
USN,HND,109
USN,HRB,776
USN,ICN,284
USN,KHH,508
USN,KIX,327
USN,KWJ,442
USN,NGO,231
USN,NRT,104
USN,PEK,918
USN,PVG,299
USN,SHA,601
USN,SHE,776
USN,TPE,193
USQ,CAI,161
USQ,DEL,135
USQ,DOK,121
USQ,FIH,308
USQ,IST,3204
USQ,KBL,131
USQ,KIV,133
USQ,SIN,131
UTH,BKK,266157
UTH,BOM,208
UTH,CAI,140
UTH,CNX,12410
UTH,CTU,344
UTH,DEL,366
UTH,DMK,127260
UTH,FIH,237
UTH,KUL,218
UTH,LHE,126
UTH,MNL,423
UTH,PEK,392
UTH,PVG,137
UTH,SIN,1377
UTH,SWA,219
UTH,TPE,310
UUD,BAX,115
UUD,BKK,172
UUD,CAI,141
UUD,DME,4087
UUD,FIH,164
UUD,FRU,161
UUD,KIV,113
UUD,LBD,397
UUD,SIN,296
UUD,YKS,1794
UUS,ALA,240
UUS,BKK,954
UUS,BOM,468
UUS,BQS,1152
UUS,CAI,704
UUS,CGK,191
UUS,CGO,189
UUS,CGQ,148
UUS,CKG,116
UUS,CSX,130
UUS,CTS,2300
UUS,CTU,699
UUS,CZX,110
UUS,DEL,951
UUS,DLC,267
UUS,DME,11825
UUS,DXB,173
UUS,EVN,289
UUS,GYD,154
UUS,HAN,377
UUS,HFE,172
UUS,HGH,168
UUS,HKD,260
UUS,HKG,423
UUS,HRB,3080
UUS,ICN,28658
UUS,IKA,130
UUS,IST,114
UUS,KBP,191
UUS,KHV,1477
UUS,KMG,135
UUS,KUL,209
UUS,KXK,1152
UUS,LAX,145
UUS,LDS,102
UUS,LED,154
UUS,LHR,156
UUS,MNL,823
UUS,MSQ,121
UUS,MUC,106
UUS,MXP,125
UUS,NKG,190
UUS,NRT,3600
UUS,PEK,661
UUS,PRG,120
UUS,PVG,427
UUS,SGN,225
UUS,SHE,212
UUS,SIN,1141
UUS,SVO,18338
UUS,SVX,116
UUS,SYX,134
UUS,SZX,142
UUS,TAO,181
UUS,TAS,324
UUS,TLV,228
UUS,TNA,166
UUS,TPE,407
UUS,TSN,141
UUS,TYN,157
UUS,UKB,134
UUS,URC,118
UUS,VIE,234
UUS,VKO,154
UUS,VVO,6061
UUS,WUH,212
UUS,XIY,194
UUS,XMN,112
UUS,YNZ,116
UYL,ADD,1156
UYL,ADE,163
UYL,AMM,282
UYL,BEY,292
UYL,BKO,167
UYL,BZV,146
UYL,CAI,634
UYL,DAM,375
UYL,DEL,130
UYL,EVN,115
UYL,FIH,591
UYL,HRE,252
UYL,JED,129
UYL,JIB,404
UYL,KRT,92930
UYL,LFW,155
UYL,MBA,101
UYL,NBO,1109
UYL,OUA,124
UYL,PEK,274
UYL,RUH,139
UYL,SHJ,110
UYL,TIP,305
UYN,ADE,136
UYN,ALA,677
UYN,ALG,485
UYN,ASB,272
UYN,AUH,169
UYN,BAV,525
UYN,BHY,1837
UYN,BKK,2527
UYN,BKO,138
UYN,BOM,222
UYN,BZV,108
UYN,CAI,1401
UYN,CAN,565
UYN,CGK,315
UYN,CGO,1894
UYN,CGQ,2654
UYN,CKG,565
UYN,CMN,101
UYN,CSX,565
UYN,CTU,565
UYN,CZX,103
UYN,DEL,2440
UYN,DLC,2113
UYN,DOH,154
UYN,DXB,198
UYN,EVN,162
UYN,FIH,387
UYN,FOC,565
UYN,FRU,141
UYN,HAK,1706
UYN,HAN,429
UYN,HET,565
UYN,HFE,2082
UYN,HGH,565
UYN,HKG,642
UYN,HRB,525
UYN,HRE,213
UYN,ICN,303
UYN,IKA,469
UYN,IKT,356
UYN,INC,5619
UYN,ISB,365
UYN,IST,153
UYN,JIB,471
UYN,JJN,1985
UYN,KBL,175
UYN,KBP,720
UYN,KHN,2637
UYN,KHV,273
UYN,KIX,115
UYN,KJA,296
UYN,KMG,5852
UYN,KRT,142
UYN,KUL,550
UYN,KWE,4591
UYN,KWL,1828
UYN,LBD,128
UYN,LED,381
UYN,LFW,158
UYN,LHR,119
UYN,LHW,1623
UYN,LYG,525
UYN,MBA,106
UYN,MDL,296
UYN,MFM,120
UYN,MNL,2192
UYN,NAY,13360
UYN,NGB,423
UYN,NGO,105
UYN,NKG,1435
UYN,NNG,3589
UYN,NRT,133
UYN,OUA,201
UYN,OVB,398
UYN,PEK,8692
UYN,PEW,112
UYN,PUS,115
UYN,PVG,1790
UYN,RIX,100
UYN,SHA,782
UYN,SHE,2313
UYN,SIN,3664
UYN,SJW,503
UYN,SVO,182
UYN,SVX,419
UYN,SWA,2857
UYN,SYX,1129
UYN,SZX,1489
UYN,TAO,958
UYN,TAS,692
UYN,TIP,320
UYN,TLV,522
UYN,TNA,1326
UYN,TPE,1048
UYN,TSN,468
UYN,TXL,206
UYN,TYN,1041
UYN,ULN,2443
UYN,URC,525
UYN,VIE,336
UYN,VVO,315
UYN,WEH,2841
UYN,WNZ,1517
UYN,WUH,3156
UYN,WUS,283
UYN,WUX,525
UYN,XIY,114167
UYN,XMN,2706
UYN,XNN,106
UYN,XUZ,1967
UYN,YCU,4195
UYN,YIH,3408
UYN,YNT,1472
VAN,ADA,255
VAN,ADB,322
VAN,ADD,177
VAN,ALA,119
VAN,ALG,115
VAN,ALP,275
VAN,AMM,104
VAN,AYT,620
VAN,BGW,130
VAN,BKK,183
VAN,BOM,232
VAN,CAI,390
VAN,CMN,392
VAN,DAM,132
VAN,DEL,397
VAN,DOK,317
VAN,DYU,119
VAN,ESB,65728
VAN,EVN,230
VAN,FIH,416
VAN,FRU,276
VAN,GYD,212
VAN,IKA,150
VAN,IST,50321
VAN,JIB,157
VAN,KBL,479
VAN,KBP,194
VAN,KIV,473
VAN,KZN,307
VAN,LWO,111
VAN,NBO,135
VAN,ODS,276
VAN,OTP,119
VAN,PEK,165
VAN,PRG,156
VAN,ROV,109
VAN,SAW,72276
VAN,SIN,335
VAN,SIP,108
VAN,SOF,132
VAN,SXF,356
VAN,TAS,210
VAN,TIP,120
VAN,TLV,150
VAN,UFA,118
VAN,VIE,254
VAR,ABJ,291
VAR,ABZ,326
VAR,ACC,442
VAR,ACE,1632
VAR,ADB,621
VAR,ADD,250
VAR,AGA,497
VAR,AGP,1223
VAR,ALA,2212
VAR,ALC,500
VAR,ALG,135
VAR,ALP,448
VAR,AMM,1295
VAR,AMS,740
VAR,ARN,609
VAR,ASF,193
VAR,ASR,159
VAR,ATH,538
VAR,ATL,207
VAR,AUH,269
VAR,AYT,1603
VAR,BCN,1350
VAR,BEG,1173
VAR,BEY,1513
VAR,BFS,763
VAR,BGO,253
VAR,BGY,633
VAR,BHD,482
VAR,BIO,149
VAR,BKK,3821
VAR,BLQ,609
VAR,BOD,726
VAR,BOM,234
VAR,BRI,347
